ontology	P	Beta	genes_in_set	overlapping_genes
GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	1.0	0.0	97	0
GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING	1.0	0.0	22	0
GOBP_NEGATIVE_REGULATION_OF_ISOTYPE_SWITCHING	1.0	0.0	5	0
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	1.0	0.0	73	0
GOBP_NEGATIVE_REGULATION_OF_GLYCOLYTIC_PROCESS	1.0	0.0	13	0
GOBP_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS	1.0	0.0	17	0
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	1.0	0.0	4	0
GOBP_PURINE_RIBONUCLEOSIDE_CATABOLIC_PROCESS	1.0	0.0	5	0
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	1.0	0.0	111	0
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	1.0	0.0	46	0
GOBP_ENDOCARDIAL_CUSHION_MORPHOGENESIS	1.0	0.0	43	0
GOBP_GAMMA_DELTA_T_CELL_ACTIVATION	1.0	0.0	22	0
GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY	1.0	0.0	65	0
GOBP_CARDIAC_ATRIUM_MORPHOGENESIS	1.0	0.0	27	0
GOBP_XENOBIOTIC_EXPORT_FROM_CELL	1.0	0.0	14	0
GOBP_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS	1.0	0.0	15	0
GOBP_REGULATION_OF_MITOTIC_CENTROSOME_SEPARATION	1.0	0.0	9	0
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION	1.0	0.0	8	0
GOBP_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION	1.0	0.0	7	0
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	1.0	0.0	70	0
GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS	1.0	0.0	20	0
GOBP_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	1.0	0.0	47	0
GOBP_RETINAL_ROD_CELL_DEVELOPMENT	1.0	0.0	8	0
GOBP_DEVELOPMENT_OF_SECONDARY_FEMALE_SEXUAL_CHARACTERISTICS	1.0	0.0	6	0
GOBP_SALIVA_SECRETION	1.0	0.0	12	0
GOBP_VENTRICULAR_TRABECULA_MYOCARDIUM_MORPHOGENESIS	1.0	0.0	14	0
GOBP_VENTRICULAR_COMPACT_MYOCARDIUM_MORPHOGENESIS	1.0	0.0	8	0
GOBP_SPHINGOID_METABOLIC_PROCESS	1.0	0.0	18	0
GOBP_CERAMIDE_CATABOLIC_PROCESS	1.0	0.0	18	0
GOBP_CERAMIDE_BIOSYNTHETIC_PROCESS	1.0	0.0	65	0
GOBP_SPHINGOSINE_BIOSYNTHETIC_PROCESS	1.0	0.0	13	0
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	1.0	0.0	63	0
GOBP_NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	1.0	0.0	22	0
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	1.0	0.0	44	0
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	1.0	0.0	72	0
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	1.0	0.0	51	0
GOBP_REGULATION_OF_VIRAL_TRANSCRIPTION	1.0	0.0	19	0
GOBP_VIRAL_BUDDING	1.0	0.0	27	0
GOBP_NON_LYTIC_VIRAL_RELEASE	1.0	0.0	14	0
GOBP_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL	1.0	0.0	6	0
GOBP_TRICUSPID_VALVE_MORPHOGENESIS	1.0	0.0	5	0
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS	1.0	0.0	21	0
GOBP_GDP_METABOLIC_PROCESS	1.0	0.0	11	0
GOBP_HEART_VALVE_FORMATION	1.0	0.0	15	0
GOBP_RESPONSE_TO_MERCURY_ION	1.0	0.0	11	0
GOBP_RESPONSE_TO_COPPER_ION	1.0	0.0	39	0
GOBP_RESPONSE_TO_CADMIUM_ION	1.0	0.0	54	0
GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	1.0	0.0	31	0
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS	1.0	0.0	128	0
GOBP_ATRIOVENTRICULAR_VALVE_FORMATION	1.0	0.0	8	0
GOBP_RETINAL_CELL_PROGRAMMED_CELL_DEATH	1.0	0.0	6	0
GOBP_ENDOCARDIAL_CUSHION_DEVELOPMENT	1.0	0.0	53	0
GOBP_FOLIC_ACID_METABOLIC_PROCESS	1.0	0.0	14	0
GOBP_TETRAHYDROFOLATE_BIOSYNTHETIC_PROCESS	1.0	0.0	4	0
GOBP_TETRAHYDROFOLATE_METABOLIC_PROCESS	1.0	0.0	13	0
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION	1.0	0.0	20	0
GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	1.0	0.0	9	0
GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	1.0	0.0	11	0
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	1.0	0.0	15	0
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	1.0	0.0	25	0
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	1.0	0.0	27	0
GOBP_PROTOPORPHYRINOGEN_IX_METABOLIC_PROCESS	1.0	0.0	11	0
GOBP_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS	1.0	0.0	16	0
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	1.0	0.0	147	0
GOBP_GLYOXYLATE_METABOLIC_PROCESS	1.0	0.0	8	0
GOBP_DIACYLGLYCEROL_CATABOLIC_PROCESS	1.0	0.0	5	0
GOBP_DIACYLGLYCEROL_METABOLIC_PROCESS	1.0	0.0	25	0
GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	1.0	0.0	22	0
GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE	1.0	0.0	94	0
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE	1.0	0.0	37	0
GOBP_REGULATION_OF_JNK_CASCADE	1.0	0.0	137	0
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT	1.0	0.0	34	0
GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT	1.0	0.0	12	0
GOBP_REGULATION_OF_GLUCOSE_IMPORT	1.0	0.0	52	0
GOBP_GLUCOSE_IMPORT	1.0	0.0	67	0
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_OXIDATION	1.0	0.0	14	0
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION	1.0	0.0	15	0
GOBP_REGULATION_OF_FATTY_ACID_OXIDATION	1.0	0.0	34	0
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	1.0	0.0	55	0
GOBP_ALDEHYDE_CATABOLIC_PROCESS	1.0	0.0	13	0
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS	1.0	0.0	16	0
GOBP_POLYOL_CATABOLIC_PROCESS	1.0	0.0	25	0
GOBP_POLYOL_BIOSYNTHETIC_PROCESS	1.0	0.0	60	0
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	1.0	0.0	131	0
GOBP_ALCOHOL_CATABOLIC_PROCESS	1.0	0.0	52	0
GOBP_PIGMENT_CATABOLIC_PROCESS	1.0	0.0	11	0
GOBP_CARDIAC_ATRIUM_DEVELOPMENT	1.0	0.0	35	0
GOBP_TETRAHYDROBIOPTERIN_METABOLIC_PROCESS	1.0	0.0	8	0
GOBP_NEGATIVE_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	1.0	0.0	7	0
GOBP_PYRIMIDINE_NUCLEOSIDE_CATABOLIC_PROCESS	1.0	0.0	16	0
GOBP_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS	1.0	0.0	12	0
GOBP_PURINE_RIBONUCLEOSIDE_METABOLIC_PROCESS	1.0	0.0	19	0
GOBP_AMINO_SUGAR_CATABOLIC_PROCESS	1.0	0.0	15	0
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	1.0	0.0	88	0
GOBP_GLYCEROLIPID_METABOLIC_PROCESS	1.0	0.0	361	0
GOBP_GLYCOSPHINGOLIPID_CATABOLIC_PROCESS	1.0	0.0	12	0
GOBP_GLYCOSYLCERAMIDE_CATABOLIC_PROCESS	1.0	0.0	5	0
GOBP_GLYCOSYLCERAMIDE_BIOSYNTHETIC_PROCESS	1.0	0.0	8	0
GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	1.0	0.0	33	0
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS	1.0	0.0	199	0
GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	1.0	0.0	34	0
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	1.0	0.0	33	0
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	1.0	0.0	70	0
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	1.0	0.0	8	0
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS	1.0	0.0	35	0
GOBP_DOLICHYL_DIPHOSPHATE_METABOLIC_PROCESS	1.0	0.0	5	0
GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS	1.0	0.0	14	0
GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS	1.0	0.0	36	0
GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	1.0	0.0	44	0
GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	1.0	0.0	14	0
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS	1.0	0.0	28	0
GOBP_ICOSANOID_BIOSYNTHETIC_PROCESS	1.0	0.0	54	0
GOBP_L_CYSTEINE_METABOLIC_PROCESS	1.0	0.0	4	0
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	1.0	0.0	157	0
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	1.0	0.0	22	0
GOBP_URATE_METABOLIC_PROCESS	1.0	0.0	11	0
GOBP_5_PHOSPHORIBOSE_1_DIPHOSPHATE_METABOLIC_PROCESS	1.0	0.0	6	0
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	1.0	0.0	192	0
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	1.0	0.0	46	0
GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS	1.0	0.0	11	0
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	1.0	0.0	198	0
GOBP_CATECHOLAMINE_SECRETION	1.0	0.0	57	0
GOBP_ARACHIDONIC_ACID_SECRETION	1.0	0.0	32	0
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	1.0	0.0	62	0
GOBP_PIGMENT_GRANULE_LOCALIZATION	1.0	0.0	26	0
GOBP_KILLING_BY_HOST_OF_SYMBIONT_CELLS	1.0	0.0	28	0
GOBP_GENERAL_ADAPTATION_SYNDROME_BEHAVIORAL_PROCESS	1.0	0.0	5	0
GOBP_GENERAL_ADAPTATION_SYNDROME	1.0	0.0	6	0
GOBP_CYTOLYSIS_BY_HOST_OF_SYMBIONT_CELLS	1.0	0.0	7	0
GOBP_REGULATION_OF_SYNAPSE_STRUCTURAL_PLASTICITY	1.0	0.0	7	0
GOBP_NEGATIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	1.0	0.0	5	0
GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	1.0	0.0	12	0
GOBP_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	1.0	0.0	19	0
GOBP_MEDIUM_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	1.0	0.0	5	0
GOBP_MITOCHONDRIAL_DEPOLARIZATION	1.0	0.0	19	0
GOBP_MEDIUM_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	1.0	0.0	137	0
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	1.0	0.0	174	0
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	1.0	0.0	56	0
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	1.0	0.0	116	0
GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION	1.0	0.0	16	0
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	1.0	0.0	93	0
GOBP_RESPONSE_TO_REDOX_STATE	1.0	0.0	11	0
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	1.0	0.0	18	0
GOBP_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	1.0	0.0	20	0
GOBP_ACTIN_CROSSLINK_FORMATION	1.0	0.0	14	0
GOBP_PROTEIN_DE_ADP_RIBOSYLATION	1.0	0.0	5	0
GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS	1.0	0.0	15	0
GOBP_REGULATION_OF_CARDIOBLAST_DIFFERENTIATION	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY	1.0	0.0	26	0
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	1.0	0.0	103	0
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	1.0	0.0	47	0
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	1.0	0.0	127	0
GOBP_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	1.0	0.0	23	0
GOBP_NEGATIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	1.0	0.0	15	0
GOBP_REGULATION_OF_AMINO_ACID_TRANSPORT	1.0	0.0	42	0
GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	1.0	0.0	40	0
GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT	1.0	0.0	27	0
GOBP_REGULATION_OF_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	1.0	0.0	8	0
GOBP_GAMMA_AMINOBUTYRIC_ACID_IMPORT	1.0	0.0	5	0
GOBP_L_GLUTAMATE_IMPORT	1.0	0.0	30	0
GOBP_CATECHOLAMINE_TRANSPORT	1.0	0.0	71	0
GOBP_GLUTAMATE_REUPTAKE	1.0	0.0	6	0
GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	1.0	0.0	11	0
GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE	1.0	0.0	10	0
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	1.0	0.0	234	0
GOBP_REGULATION_OF_SENSORY_PERCEPTION	1.0	0.0	30	0
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	1.0	0.0	123	0
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	1.0	0.0	68	0
GOBP_SULFATION	1.0	0.0	24	0
GOBP_NEGATIVE_REGULATION_OF_FIBRINOLYSIS	1.0	0.0	13	0
GOBP_REGULATION_OF_FIBRINOLYSIS	1.0	0.0	18	0
GOBP_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION	1.0	0.0	24	0
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	1.0	0.0	7	0
GOBP_MEMBRANE_DEPOLARIZATION	1.0	0.0	70	0
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING	1.0	0.0	38	0
GOBP_POSITIVE_REGULATION_OF_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	1.0	0.0	6	0
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	1.0	0.0	180	0
GOBP_REGULATION_OF_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	1.0	0.0	8	0
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	1.0	0.0	200	0
GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	1.0	0.0	18	0
GOBP_POSITIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION	1.0	0.0	7	0
GOBP_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	1.0	0.0	20	0
GOBP_REGULATION_OF_HISTONE_H3_K9_METHYLATION	1.0	0.0	14	0
GOBP_REGULATION_OF_HISTONE_H3_K4_METHYLATION	1.0	0.0	27	0
GOBP_HISTONE_H3_K4_METHYLATION	1.0	0.0	59	0
GOBP_HISTONE_H3_K9_METHYLATION	1.0	0.0	21	0
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_CALCIUM_ION_CONCENTRATION	1.0	0.0	11	0
GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	1.0	0.0	23	0
GOBP_FLAVONE_METABOLIC_PROCESS	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	1.0	0.0	5	0
GOBP_SODIUM_ION_TRANSPORT	1.0	0.0	248	0
GOBP_ELASTIN_METABOLIC_PROCESS	1.0	0.0	7	0
GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	1.0	0.0	50	0
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	1.0	0.0	181	0
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	1.0	0.0	144	0
GOBP_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	1.0	0.0	16	0
GOBP_NEGATIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	1.0	0.0	4	0
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	1.0	0.0	35	0
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY	1.0	0.0	31	0
GOBP_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	1.0	0.0	13	0
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	1.0	0.0	51	0
GOBP_REGULATION_OF_CORTICOTROPIN_SECRETION	1.0	0.0	5	0
GOBP_KERATINOCYTE_MIGRATION	1.0	0.0	20	0
GOBP_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1.0	0.0	8	0
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1.0	0.0	20	0
GOBP_RESPONSE_TO_CAMP	1.0	0.0	88	0
GOBP_PROTEIN_DELIPIDATION	1.0	0.0	5	0
GOBP_POINTED_END_ACTIN_FILAMENT_CAPPING	1.0	0.0	7	0
GOBP_ESTABLISHMENT_OF_GOLGI_LOCALIZATION	1.0	0.0	7	0
GOBP_MEMBRANE_RAFT_LOCALIZATION	1.0	0.0	7	0
GOBP_MAINTENANCE_OF_CENTROSOME_LOCATION	1.0	0.0	5	0
GOBP_ESTABLISHMENT_OF_CENTROSOME_LOCALIZATION	1.0	0.0	9	0
GOBP_MAINTENANCE_OF_ORGANELLE_LOCATION	1.0	0.0	11	0
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	1.0	0.0	27	0
GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	1.0	0.0	29	0
GOBP_SPINDLE_LOCALIZATION	1.0	0.0	60	0
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	1.0	0.0	65	0
GOBP_NUCLEUS_LOCALIZATION	1.0	0.0	28	0
GOBP_MITOCHONDRION_LOCALIZATION	1.0	0.0	49	0
GOBP_GOLGI_LOCALIZATION	1.0	0.0	13	0
GOBP_ENDOPLASMIC_RETICULUM_LOCALIZATION	1.0	0.0	8	0
GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	1.0	0.0	56	0
GOBP_ACTIN_FILAMENT_NETWORK_FORMATION	1.0	0.0	7	0
GOBP_NOREPINEPHRINE_UPTAKE	1.0	0.0	8	0
GOBP_SEROTONIN_UPTAKE	1.0	0.0	13	0
GOBP_HISTAMINE_TRANSPORT	1.0	0.0	17	0
GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS	1.0	0.0	42	0
GOBP_EXOCYST_LOCALIZATION	1.0	0.0	5	0
GOBP_RESPONSE_TO_HYDROSTATIC_PRESSURE	1.0	0.0	6	0
GOBP_RESPONSE_TO_METHYLMERCURY	1.0	0.0	5	0
GOBP_RESPONSE_TO_FOLIC_ACID	1.0	0.0	11	0
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS	1.0	0.0	53	0
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	1.0	0.0	251	0
GOBP_NEGATIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	1.0	0.0	8	0
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	1.0	0.0	122	0
GOBP_OVIDUCT_DEVELOPMENT	1.0	0.0	5	0
GOBP_UTERUS_DEVELOPMENT	1.0	0.0	23	0
GOBP_EMBRYONIC_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	1.0	0.0	6	0
GOBP_MAMMARY_GLAND_INVOLUTION	1.0	0.0	9	0
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	1.0	0.0	27	0
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING	1.0	0.0	8	0
GOBP_NEUROFILAMENT_CYTOSKELETON_ORGANIZATION	1.0	0.0	8	0
GOBP_POSITIVE_REGULATION_OF_PROTEIN_GLYCOSYLATION	1.0	0.0	8	0
GOBP_REGULATION_OF_PROTEIN_GLYCOSYLATION	1.0	0.0	12	0
GOBP_CARDIAC_MUSCLE_CONTRACTION	1.0	0.0	126	0
GOBP_REGULATION_OF_ACROSOME_REACTION	1.0	0.0	17	0
GOBP_VAGINA_DEVELOPMENT	1.0	0.0	10	0
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	1.0	0.0	12	0
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	1.0	0.0	48	0
GOBP_PERICARDIUM_DEVELOPMENT	1.0	0.0	19	0
GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT	1.0	0.0	28	0
GOBP_ANATOMICAL_STRUCTURE_REGRESSION	1.0	0.0	16	0
GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_ORGANOGENESIS	1.0	0.0	5	0
GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_AXIS_ELONGATION	1.0	0.0	6	0
GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_GASTRULATION	1.0	0.0	9	0
GOBP_CONVERGENT_EXTENSION	1.0	0.0	15	0
GOBP_SOFT_PALATE_DEVELOPMENT	1.0	0.0	5	0
GOBP_HARD_PALATE_DEVELOPMENT	1.0	0.0	8	0
GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION	1.0	0.0	10	0
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	1.0	0.0	60	0
GOBP_MICTURITION	1.0	0.0	9	0
GOBP_SYNAPSE_MATURATION	1.0	0.0	31	0
GOBP_REGULATION_OF_RESTING_MEMBRANE_POTENTIAL	1.0	0.0	10	0
GOBP_NEGATIVE_REGULATION_OF_LIPASE_ACTIVITY	1.0	0.0	16	0
GOBP_REGULATION_OF_LIPASE_ACTIVITY	1.0	0.0	86	0
GOBP_MALE_MATING_BEHAVIOR	1.0	0.0	6	0
GOBP_LIMB_BUD_FORMATION	1.0	0.0	11	0
GOBP_POSITIVE_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	1.0	0.0	5	0
GOBP_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	1.0	0.0	11	0
GOBP_PHOSPHOLIPASE_C_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	1.0	0.0	8	0
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	1.0	0.0	24	0
GOBP_NEGATIVE_REGULATION_OF_POST_TRANSCRIPTIONAL_GENE_SILENCING	1.0	0.0	14	0
GOBP_POSITIVE_REGULATION_OF_POST_TRANSCRIPTIONAL_GENE_SILENCING	1.0	0.0	17	0
GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	1.0	0.0	22	0
GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	1.0	0.0	27	0
GOBP_MATERNAL_PROCESS_INVOLVED_IN_PARTURITION	1.0	0.0	6	0
GOBP_EMBRYONIC_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY	1.0	0.0	7	0
GOBP_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	1.0	0.0	10	0
GOBP_PREPULSE_INHIBITION	1.0	0.0	12	0
GOBP_THYROID_STIMULATING_HORMONE_SECRETING_CELL_DIFFERENTIATION	1.0	0.0	6	0
GOBP_SOMATOTROPIN_SECRETING_CELL_DIFFERENTIATION	1.0	0.0	5	0
GOBP_POSITIVE_REGULATION_OF_GROWTH_HORMONE_SECRETION	1.0	0.0	8	0
GOBP_NEGATIVE_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	1.0	0.0	5	0
GOBP_INNER_EAR_RECEPTOR_CELL_FATE_COMMITMENT	1.0	0.0	5	0
GOBP_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE	1.0	0.0	13	0
GOBP_RELAXATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE	1.0	0.0	5	0
GOBP_MEMBRANE_HYPERPOLARIZATION	1.0	0.0	11	0
GOBP_INHIBITORY_POSTSYNAPTIC_POTENTIAL	1.0	0.0	14	0
GOBP_RADIAL_GLIAL_CELL_DIFFERENTIATION	1.0	0.0	14	0
GOBP_PARATHYROID_GLAND_DEVELOPMENT	1.0	0.0	6	0
GOBP_RIGHTING_REFLEX	1.0	0.0	8	0
GOBP_SERTOLI_CELL_PROLIFERATION	1.0	0.0	5	0
